icodcli,codcliente,codtercero,recargabonos,backcolor,codmutua,numero,tipoalerta,CNAE,fechacaducidadNET,fechaCapSocial,codcontacto,dpto,idtipofichero,presidente,secretario,clasejunta,idGestorcuadroRendimiento,idComisionTipoOpor,idIndicadorDatoDeUso,modoComision,fijoComision,estadoAEAT,docPdteFirma,tieneCobrosPdte,snombretutor1,sniftutor1,stelefonotutor1,emailtutor1,facturartutor1,snombretutor2,sniftutor2,stelefonotutor2,emailtutor2,facturartutor2,idTarifa,creadoEl,diaCobro,nifcomunitario,ctaIrpfComision,ctasuplidos,ctacontrsuplidos,tipoId,escliface,codorganogestor,codunidadtramitadora,codoficinacontable,codorganoproponente,nomorganogestor,nomunidadtramitadora,nomoficinacontable,nomorganoproponente,rolorganogestor,rolunidadtramitadora,roloficinacontable,rolorganoproponente,mascotaraza,mascotaespecie,mascotavariedad,mascotanumero,mascotacaracter,mascotabozal,mascotaesteriliz,mascotacapa,mascotasexo,costeHoraDefecto,alertaOdontograma,paisTipoId,precio,operacion,descripcion,estadoLOPD,fijodiscontinuo,recursotipo,recursonumhabitacion,erte,nombrepral,ape1,ape2,recursoplanta,recursotipohabitacion,comComerciales,pasaporteMascota,numChapaRabia,municipio,tipogasto
2369,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 16:24:06.063000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-29 11:19:44.200000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-29 13:44:07.123000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-29 16:03:30.460000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-29 16:47:24.060000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-29 18:00:00.997000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,,,,,,699,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-29 20:17:44.383000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-30 10:09:29.020000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-30 14:23:37.007000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-02 09:14:31.673000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-02 16:55:08.430000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-03 09:36:54.627000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-03 10:07:52.453000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-03 11:29:58.577000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-03 16:34:42.767000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-03 16:40:40.970000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-03 17:49:13.253000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-04 09:45:06.970000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-04 11:44:37.853000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-04 14:03:08.767000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-04 18:26:34.570000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-04 20:16:22.770000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-05 09:19:28.020000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-05 18:59:09.160000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-06 15:51:20.963000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,,,,16777215,,718,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-09 09:29:11.557000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,,,,,,719,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-09 09:32:00.767000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,,,,,,720,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-09 09:46:31.700000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,,,,,,721,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-09 16:44:52.923000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-09 20:21:50.813000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 11:50:00.980000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 12:00:36.990000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 12:02:11.540000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 12:02:57.453000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 13:54:18.917000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,,,,12897956,,,,,,,,,11,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 14:35:03.263000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 16:53:49.810000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-10 17:59:18.890000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-11 14:54:25.320000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-11 17:31:44.990000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,,,,,,732,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-11 17:46:58.430000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-12 10:24:41.373000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-12 12:25:32.847000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-12 18:07:05.707000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,,,,,,736,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-13 17:22:30.937000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-17 17:48:21.657000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-18 08:45:02.520000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-18 11:54:44.870000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-18 17:27:18.143000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-19 11:43:12.043000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,,,,,,742,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-20 10:47:25.607000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-23 17:16:12.737000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,,,,,,744,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-23 17:23:24.673000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,,,,16033476,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-23 18:33:04.540000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-24 17:57:33.720000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-25 12:49:21.273000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-25 17:58:09.207000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-26 10:35:32.243000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-26 10:45:31.520000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-26 10:57:53.760000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-26 11:07:03.390000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,,,,,,753,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-27 09:26:36.020000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-30 10:28:57.667000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-30 11:22:40.350000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,,,,,,756,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-30 12:26:48.403000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-06-30 18:57:02.107000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,,,,,,758,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-01 09:46:40.933000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,,,,,,759,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-01 17:01:30.410000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-02 11:08:21.703000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-02 11:29:52.743000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-02 11:56:06.670000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-02 12:31:38.563000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-02 12:32:40.710000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,,,,,,765,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-02 13:58:49.873000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-03 17:55:02.040000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-04 09:54:04.330000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-04 11:46:44.543000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,,,,,,769,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-04 16:43:41.640000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,,,,,,18,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-04 18:26:45.550000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,,,,,,770,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-04 21:36:02.840000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-07 10:10:13.523000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-07 11:51:56.883000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-07 12:05:01.343000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-07 15:53:28.057000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-08 19:24:50.937000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-09 11:57:12.477000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-09 19:18:21.443000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,,,,,,778,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-10 17:23:02.090000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-14 11:01:22.893000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-14 11:21:31.487000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-14 11:33:32.940000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,,,,,,782,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-14 14:01:15.543000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,,,,,,783,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-14 19:47:15.173000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-16 18:01:45.307000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,,,,16777215,,785,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-17 11:52:36.070000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,
2464,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-17 12:47:58.243000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-17 16:53:56.183000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-21 08:10:34.283000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-21 11:11:36.747000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-21 11:53:32.847000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-21 13:25:31.243000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-21 16:59:44.357000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-22 10:45:34.317000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-22 10:58:23.233000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-22 11:59:56.870000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,,,,,,796,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-23 17:03:41.120000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,,,,,,797,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-24 08:54:11.460000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,,,,,,798,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-24 18:44:26.220000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,,,,,,799,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-24 18:56:13.303000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,,,,,,800,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-25 13:16:59.633000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,,,,,,801,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-25 20:27:51.927000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-28 09:58:43.790000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-28 12:26:15.983000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-28 13:14:45.517000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-07-28 18:37:42.833000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
